,text,author
12088,"This answer startled me, but I presently recovered myself.",MWS
12089,"""To morrow if you will.""",MWS
12090,A little population occupied its halls.,MWS
12091,"The leaves of that year had withered before my work drew near to a close, and now every day showed me more plainly how well I had succeeded.",MWS
12092,"""I shall perish,"" said he, ""I must perish in this deplorable folly.",EAP
12093,"""Dearest, dearest father, pity me and pardon me: I entreat you do not drive me to despair; indeed I must not be repulsed; there is one thing that which sic although it may torture me to know, yet that you must tell me.",MWS
12094,"I am practically industrious painstaking, a workman to execute with perseverance and labour but besides this there is a love for the marvellous, a belief in the marvellous, intertwined in all my projects, which hurries me out of the common pathways of men, even to the wild sea and unvisited regions I am about to explore.",MWS
12095,"Yet at this time, with human fondness, she clung to all that her human senses permitted her to see and feel to be a part of Raymond.",MWS
12096,"The upper part, where it had been doubled and folded, was all mildewed and rotten, and tore on its being opened.....",EAP
12097,"That which he considered chief, was strange to say the simple and purely physical one of free exercise in the open air.",EAP
12098,"It moved slowly, but it enlightened my path, and I again went out in search of berries.",MWS
12099,"She was alarmed by this account and passed several hours in looking for him, when the gates of Geneva were shut, and she was forced to remain several hours of the night in a barn belonging to a cottage, being unwilling to call up the inhabitants, to whom she was well known.",MWS
12100,"""Every minute,"" continued M. Krempe with warmth, ""every instant that you have wasted on those books is utterly and entirely lost.",MWS
12101,"Her voice embraced three complete octaves, extending from the contralto D to the D upper soprano, and, though sufficiently powerful to have filled the San Carlos, executed, with the minutest precision, every difficulty of vocal composition ascending and descending scales, cadences, or fiorituri.",EAP
12102,"The Baron afterwards informed me that he had purposely thrown the treatise in Hermann's way two or three weeks before the adventure, and that he was satisfied, from the general tenor of his conversation, that he had studied it with the deepest attention, and firmly believed it to be a work of unusual merit.",EAP
12103,"Disease a fatal disease, fell like the simoon upon her frame; and, even while I gazed upon her, the spirit of change swept over her, pervading her mind, her habits, and her character, and, in a manner the most subtle and terrible, disturbing even the identity of her person Alas the destroyer came and went and the victim where is she?",EAP
12104,"There is an expression of despair, and sometimes of revenge, in your countenance that makes me tremble.",MWS
12105,"Every ignoramus of a fellow who finds that he hasn't brains in sufficient quantity to make his way as a walking advertiser, or an eye sore prig, or a salt and batter man, thinks, of course, that he'll answer very well as a dabbler of mud.",EAP
12106,Only one dog remained alive; but there was a human being within it whom the sailors were persuading to enter the vessel.,MWS
12107,I think I had a family then though the details are very uncertain and I know there were many servants.,HPL
12108,"""But how did you proceed?"" ""I held the vellum again to the fire, after increasing the heat; but nothing appeared.",EAP
12109,"The extraordinary details which I am now called upon to make public, will be found to form, as regards sequence of time, the primary branch of a series of scarcely intelligible coincidences, whose secondary or concluding branch will be recognized by all readers in the late murder of Mary Cecila Rogers, at New York.",EAP
12110,But reflection returned with health.,MWS
12111,His gross body could not undergo the needed adjustments between ethereal life and planet life.,HPL
12112,"To the right and left, as far as the eye could reach, there lay outstretched, like ramparts of the world, lines of horridly black and beetling cliff, whose character of gloom was but the more forcibly illustrated by the surf which reared high up against its white and ghastly crest, howling and shrieking forever.",EAP
12113,"The autumn was warm and rainy: the infirm and sickly died off happier they: many young people flushed with health and prosperity, made pale by wasting malady, became the inhabitants of the grave.",MWS
12114,"A male and a female nurse were in attendance; but I did not feel myself altogether at liberty to engage in a task of this character with no more reliable witnesses than these people, in case of sudden accident, might prove.",EAP
12115,Its rim is about four feet deep.,EAP
12116,"""Smith?"" said he, in his well known peculiar way of drawling out his syllables; ""Smith?",EAP
12117,"Before it had been a rumour; but now in words uneraseable, in definite and undeniable print, the knowledge went forth.",MWS
12118,"We caught him flying, all smoking and foaming with rage, from the burning stables of the Castle Berlifitzing.",EAP
12119,"In the mean time, Raymond had remained with Adrian and Idris.",MWS
12120,I went as passenger having no other inducement than a kind of nervous restlessness which haunted me as a fiend.,EAP
12121,"I beseech you; by your former love for me now lost, I adjure you to answer that one question.",MWS
12122,"In the brooding fire of autumn Carter took the old remembered way past graceful lines of rolling hill and stone walled meadow, distant vale and hanging woodland, curving road and nestling farmstead, and the crystal windings of the Miskatonic, crossed here and there by rustic bridges of wood or stone.",HPL
12123,"I wondered for a moment what the strange affliction of this man might be, and whether his obstinate refusal of outside aid were not the result of a rather baseless eccentricity.",HPL
12124,"I paused; at length he spoke, in broken accents: ""Unhappy man Do you share my madness?",MWS
12125,"That was why, when establishing his practice in Bolton, he had chosen an isolated house near the potter's field.",HPL
12126,"To me, this article appears conclusive of little beyond the zeal of its inditer.",EAP
12127,"Many went up as high as Belfast to ensure a shorter passage, and then journeying south through Scotland, they were joined by the poorer natives of that country, and all poured with one consent into England.",MWS
12128,"They did not expect to hear Sir Alfred Jermyn emit a shrill, inhuman scream, or to see him seize his clumsy antagonist with both hands, dash it to the floor of the cage, and bite fiendishly at its hairy throat.",HPL
12129,They had shape for did not this star fashioned image prove it?,HPL
12130,Could he be I shuddered at the conception the murderer of my brother?,MWS
12131,"I have learnt in Greece that one man, more or less, is of small import, while human bodies remain to fill up the thinned ranks of the soldiery; and that the identity of an individual may be overlooked, so that the muster roll contain its full numbers.",MWS
12132,"Maternal affection had not rendered Idris selfish; at the beginning of our calamity she had, with thoughtless enthusiasm, devoted herself to the care of the sick and helpless.",MWS
12133,"Credit was good, employment was never wanting, and on all hands there was no lack of either money or good will.",EAP
12134,"We were told this when young, and taught to look forward to it as an event that would certainly take place.",MWS
12135,"Then I thought of the abandoned railway to Rowley, whose solid line of ballasted, weed grown earth still stretched off to the northwest from the crumbling station on the edge of the river gorge.",HPL
12136,"A letter, however, had lately reached me in a distant part of the country a letter from him which, in its wildly importunate nature, had admitted of no other than a personal reply.",EAP
12137,"So, after thoroughly studying the manuscript again and correlating the theosophical and anthropological notes with the cult narrative of Legrasse, I made a trip to Providence to see the sculptor and give him the rebuke I thought proper for so boldly imposing upon a learned and aged man.",HPL
12138,"And among the dead faces was the living, mocking face of the youth with the ivory image.",HPL
12139,"I know not by what chain of thought the idea presented itself, but it instantly darted into my mind that the murderer had come to mock at my misery and taunt me with the death of Clerval, as a new incitement for me to comply with his hellish desires.",MWS
12140,"It was more horrible than anything I had ever overheard, because I could now see the expression of his face, and could realise that this time the motive was stark fear.",HPL
12141,This gate is inserted in the lofty wall; which here appears to cross the river at right angles.,EAP
12142,"After some few days of pain, and many of dreamy delirium replete with ecstasy, the manifestations of which you mistook for pain, while I longed but was impotent to undeceive you after some days there came upon me, as you have said, a breathless and motionless torpor; and this was termed Death by those who stood around me. Words are vague things.",EAP
12143,"And hourly grew darker these shadows of similitude, and more full, and more definite, and more perplexing, and more hideously terrible in their aspect.",EAP
12144,"I have always believed that such strange, inaccessible worlds exist at our very elbows, and now I believe I have found a way to break down the barriers.",HPL
12145,The ultimate life is the full design.,EAP
12146,"Instances of desertion became more frequent; and even murders, which made the hearer sick with horror, where the fear of contagion had armed those nearest in blood against each other.",MWS
12147,Could any thing but unmixed joy flow from such a union?,MWS
12148,"The mention of the galvanic battery, nevertheless, recalls to my memory a well known and very extraordinary case in point, where its action proved the means of restoring to animation a young attorney of London, who had been interred for two days.",EAP
12149,"At the end of the corridor was a bathroom a discouraging relique with ancient marble bowl, tin tub, faint electric light, and musty wooden panelling around all the plumbing fixtures.",HPL
12150,"France, Germany, Italy and Spain, were interposed, walls yet without a breach, between us and the plague.",MWS
12151,"Alas, it is too late We stand upon the brink of a precipice.",EAP
12152,The offspring of the deepest love I displayed from my earliest years the greatest sensibility of disposition.,MWS
12153,"We remained here a week, were not ill treated by the wreckers, and at length obtained a passage to New York.",EAP
12154,Erringly and strangely she began the task of self examination with self condemnation.,MWS
12155,"In general, every spectator is now thoroughly satisfied of having beheld and completely scrutinized, at one and the same time, every individual portion of the Automaton, and the idea of any person being concealed in the interior, during so complete an exhibition of that interior, if ever entertained, is immediately dismissed as preposterous in the extreme.",EAP
12156,"Having satisfied her curiosity if such it was she dropped the glass, and quietly gave her attention again to the stage; her profile now being turned toward myself, as before.",EAP
12157,"What he said was unintelligible, but words were uttered; the syllabification was distinct.",EAP
12158,"She sang, and her voice flowed in a rich cadence, swelling or dying away like a nightingale of the woods.",MWS
12159,"That tenebrousness was indeed a positive quality; for it obscured such parts of the inner walls as ought to have been revealed, and actually burst forth like smoke from its aeon long imprisonment, visibly darkening the sun as it slunk away into the shrunken and gibbous sky on flapping membraneous wings.",HPL
12160,"This occurred in , and created, at the time, a very profound sensation wherever it was made the subject of converse.",EAP
12161,"I know G , the Prefect of Police, and shall have no difficulty in obtaining the necessary permission.""",EAP
12162,"No one knew, no one could imagine; no one not even the burgomaster Mynheer Superbus Von Underduk had the slightest clew by which to unravel the mystery; so, as nothing more reasonable could be done, every one to a man replaced his pipe carefully in the corner of his mouth, and cocking up his right eye towards the phenomenon, puffed, paused, waddled about, and grunted significantly then waddled back, grunted, paused, and finally puffed again.",EAP
12163,I turned author myself.,MWS
12164,"You say, ""in general.""",EAP
12165,"Raymond was ten years older; to his previous beauty, noble mien, and commanding aspect, he now added gentlest benevolence, winning tenderness, graceful and unwearied attention to the wishes of another.",MWS
12166,"""You can either conduct yourself as a lady should do, or you can quit the table forthwith take your choice.""",EAP
12167,"She seemed to be full of something to which she could not give words; but, seizing an opportunity afforded by Perdita's absence, she preferred to me an earnest prayer, that I would take her within view of the gate at which her father had entered Constantinople.",MWS
12168,Then with utter and horrifying suddenness we heard a frightful sound from below.,HPL
12169,"She was not without notions of what a nobleman's dignity should be, and saw to it that her son received the best education which limited money could provide.",HPL
12170,But upon this subject I cannot bear to dilate.,EAP
12171,"Even Central Hill was a dwarf from this height, and he could just make out the ancient graveyard by the Congregational Hospital, beneath which rumour said some terrible caves or burrows lurked.",HPL
12172,"He, passionate, studious, austere, and having already a bride in his Art; she a maiden of rarest beauty, and not more lovely than full of glee; all light and smiles, and frolicsome as the young fawn; loving and cherishing all things; hating only the Art which was her rival; dreading only the pallet and brushes and other untoward instruments which deprived her of the countenance of her lover.",EAP
12173,Herbert West needed fresh bodies because his life work was the reanimation of the dead.,HPL
12174,"From the top of the mound, I looked far round all was silent and deserted.",MWS
12175,"The result was discoverable, he added, in that silent, yet importunate and terrible influence which for centuries had moulded the destinies of his family, and which made him what I now saw him what he was.",EAP
12176,"Our quest for novel scenes and piquant conditions was feverish and insatiate St. John was always the leader, and he it was who led the way at last to that mocking, that accursed spot which brought us our hideous and inevitable doom.",HPL
12177,"Most fearfully, fearfully this is indeed no dream.",EAP
12178,"So I tried to read, and soon became tremblingly absorbed by something I found in that accursed Necronomicon; a thought and a legend too hideous for sanity or consciousness.",HPL
12179,"I put my hand before my eyes, and cried out in agony, ""Oh Take him away I cannot see him; for God's sake, do not let him enter"" Mr. Kirwin regarded me with a troubled countenance.",MWS
12180,"I have shown how it is that the body of a drowning man becomes specifically heavier than its bulk of water, and that he would not sink at all, except for the struggles by which he elevates his arms above the surface, and his gasps for breath while beneath the surface gasps which supply by water the place of the original air in the lungs.",EAP
12181,"Then I would hasten to my desk, weave the new found web of mind in firm texture and brilliant colours, leaving the fashioning of the material to a calmer moment.",MWS
12182,"She went even so far as to accuse me, laughingly, of rashness of imprudence.",EAP
12183,Any man is a dolt who permits a 'secret' drawer to escape him in a search of this kind.,EAP
12184,"When we rose to the surface about sunset a seaman's body was found on the deck, hands gripping the railing in curious fashion.",HPL
12185,"I determined to depart, yet live to leave the world, yet continue to exist in short, to drop enigmas, I resolved, let what would ensue, to force a passage, if I could, to the moon.",EAP
12186,"Wild visions, opium engendered, flitted, shadow like, before me.",EAP
12187,"Of the midnight storm which destroyed this gloomy mansion, the older inhabitants of the region sometimes speak in hushed and uneasy voices; alluding to what they call ""divine wrath"" in a manner that in later years vaguely increased the always strong fascination which I felt for the forest darkened sepulchre.",HPL
12188,"I proceeded at once, with the nervous energy of despair, to attempt its execution.",EAP
12189,With summer and mortality grew our fears.,MWS
12190,"The acquisition of unknown languages was too tedious an occupation, for one who referred every expression to the universe within, and read not, as many do, for the mere sake of filling up time; but who was still questioning herself and her author, moulding every idea in a thousand ways, ardently desirous for the discovery of truth in every sentence.",MWS
12191,"Yet differently we grew I, ill of health, and buried in gloom she, agile, graceful, and overflowing with energy; hers, the ramble on the hill side mine the studies of the cloister; I, living within my own heart, and addicted, body and soul, to the most intense and painful meditation she, roaming carelessly through life, with no thought of the shadows in her path, or the silent flight of the raven winged hours.",EAP
12192,"There was a large estate with a mansion attached to it, belonging to this family, at Ulswater.",MWS
12193,"He became a dreamer who found life tame and unsatisfying; a searcher for strange realms and relationships once familiar, yet lying nowhere in the visible regions of earth.",HPL
12194,"Sir John, an eccentrick Fellow, once declin'd to pay his part of the Reckoning for Supper, because 'twas his Custom at Home to eat no Supper.",HPL
12195,"That he was right, I soon learned from the unutterable fear which engulfed me whenever consciousness lapsed.",HPL
12196,"But then there was a taper ankle, a sandalled foot.",EAP
12197,"The clergymen or priests, or whatever they were called nowadays also wore this kind of ornament as a head dress; but one seldom caught glimpses of them.",HPL
12198,"""Well,"" replied my friend, ""that is all very fair, to be sure.",EAP
12199,"It was, in fact, nothing more or less than an abundant supply of freshly killed men in every stage of dismemberment.",HPL
12200,The oldest seaman in Norway never experienced any thing like it.,EAP
12201,Tradition emphasises the uselessness of material barriers in halting a witch's motions; and who can say what underlies the old tales of broomstick rides through the night?,HPL
12202,The rim of ice to the northward was growing more and more apparent.,EAP
12203,"Visiters enter, look at furniture, and depart unheeded and unseen.",EAP
12204,"I wept for a long time untill I saw him about to revive, when horror and misery again recurred, and the tide of my sensations rolled back to their former channel: with a terror I could not restrain I sprung up and fled, with winged speed, along the paths of the wood and across the fields untill nearly dead I reached our house and just ordering the servants to seek my father at the spot I indicated, I shut myself up in my own room.",MWS
12205,"I cannot better describe the sensation which oppressed me than by saying that I could with difficulty shake off the belief of my having been acquainted with the being who stood before me, at some epoch very long ago some point of the past even infinitely remote.",EAP
12206,"For a moment I was inclined to use persuasion, regarding rather lightly the whims of senility; and even tried to awaken my host's weirder mood by whistling a few of the strains to which I had listened the night before.",HPL
12207,The next day I ascended to the conning tower and commenced the customary searchlight explorations.,HPL
12208,"Do you remember the story they tell of Abernethy?""",EAP
12209,"We had, to be sure, nearly every day a quarrel in which, yielding me publicly the palm of victory, he, in some manner, contrived to make me feel that it was he who had deserved it; yet a sense of pride on my part, and a veritable dignity on his own, kept us always upon what are called ""speaking terms,"" while there were many points of strong congeniality in our tempers, operating to awake me in a sentiment which our position alone, perhaps, prevented from ripening into friendship.",EAP
12210,"Then he collapsed, an inert mass of mangled flesh.",HPL
12211,"He mounted a fiery horse, that which had borne him forward to victory in Greece; he fatigued himself with deadening exercise, losing the pangs of a troubled mind in animal sensation.",MWS
12212,"Then I thought with a shudder of what old Castro had told Legrasse about the primal Great Ones: ""They had come from the stars, and had brought Their images with Them.""",HPL
12213,"In childhood I must have felt with the energy of a man what I now find stamped upon memory in lines as vivid, as deep, and as durable as the exergues of the Carthaginian medals.",EAP
12214,"Man You may hate, but beware Your hours will pass in dread and misery, and soon the bolt will fall which must ravish from you your happiness forever.",MWS
12215,"Allowing the remark to have applied in its full force to the outward demeanor of my acquaintance, I felt it, on that eventful morning, still more fully applicable to his moral temperament and character.",EAP
12216,Wyatt's conduct I did not so much regard.,EAP
12217,"The ballots had been thrown; they were all black, and Justine was condemned.",MWS
12218,"I felt, in my visions, a cosmic and abysmal loneness; with hostility surging from all sides upon some prison where I lay confined.",HPL
12219,"My arrival was like the newly discovered lamp of a lighthouse to sailors, who are weathering some dangerous point.",MWS
12220,These simple people were quick to imagine they had seen any odd thing they had heard about.,HPL
12221,"A frightful selfishness hurried me on, while my heart was poisoned with remorse.",MWS
12222,"I became perfectly certain of this; for I recollected turning up first one side and then the other, in search of the cleanest spot.",EAP
12223,"He now refused to admit me at any time, and shunned me whenever we met on the stairs.",HPL
12224,Even Perdita was unable to understand me.,MWS
12225,"For example ""Ex nihilo nihil fit""; ""a body cannot act where it is not""; ""there cannot exist antipodes""; ""darkness cannot come out of light"" all these, and a dozen other similar propositions, formerly admitted without hesitation as axioms, were, even at the period of which I speak, seen to be untenable.",EAP
12226,How at least shall we distinguish its shadows from those of the tomb?,EAP
12227,The coat was nearly new.,EAP
12228,"They shall behold the antipodes of what is real for I will appear to live while I am dead.""",MWS
12229,There was a formula a sort of list of things to say and do which I recognised as something black and forbidden; something which I had read of before in furtive paragraphs of mixed abhorrence and fascination penned by those strange ancient delvers into the universe's guarded secrets whose decaying texts I loved to absorb.,HPL
12230,"Her expectations had been strongly excited; she had urged nothing against our project, on the contrary, she was evidently pleased by it; but its evident ill success changed the current of her ideas.",MWS
12231,Distinction and station were not the qualifications of their election.,MWS
12232,"Hear my tale; it is long and strange, and the temperature of this place is not fitting to your fine sensations; come to the hut upon the mountain.",MWS
12233,"His mouth was large and flexible, and his teeth were more wildly uneven, although sound, than I had ever before seen teeth in a human head.",EAP
12234,"And thus, too, it happened, perhaps, that before the last echoes of the last chime had utterly sunk into silence, there were many individuals in the crowd who had found leisure to become aware of the presence of a masked figure which had arrested the attention of no single individual before.",EAP
12235,"Her passions had subdued her appetites, even her natural wants; she slept little, and hardly ate at all; her body was evidently considered by her as a mere machine, whose health was necessary for the accomplishment of her schemes, but whose senses formed no part of her enjoyment.",MWS
12236,"Here, the address, to the Minister, diminutive and feminine; there the superscription, to a certain royal personage, was markedly bold and decided; the size alone formed a point of correspondence.",EAP
12237,"In a week or two it had visibly faded, and in the course of a few months it was hardly discernible with the naked eye.""",HPL
12238,"Partly from curiosity and partly from idleness, I went into the lecturing room, which M. Waldman entered shortly after.",MWS
12239,"This gentleman had, indeed, some two or three years before, been the superintendent of the establishment, but grew crazy himself, and so became a patient.",EAP
12240,"Why should our dwelling place be so lovely, and why should the instincts of nature minister pleasurable sensations?",MWS
12241,"Who was better framed than this highly gifted youth to love and be beloved, and to reap unalienable joy from an unblamed passion?",MWS
12242,"For at last my uncle insisted on joining the search I had commenced, and after a certain night in that house he did not come away with me.",HPL
12243,"Begging me to be seated, he entered at once upon the subject of my poem; but modesty will ever forbid me to repeat the thousand compliments which he lavished upon me.",EAP
12244,He asked for my sister; and I delivered her message.,MWS
12245,It was midnight; and you still sat by my side.,EAP
12246,"At length, being avid for new strange things and held back by neither the Kingsporter's fear nor the summer boarder's usual indolence, Olney made a very terrible resolve.",HPL
12247,"In a fit of heroism I determined to go alone; to quit you, the life of my life, and not to see you again untill I might guiltlessly.",MWS
12248,"Upon my recovery, too, I felt very oh, inexpressibly sick and weak, as if through long inanition.",EAP
12249,"Hereupon his Grace rubbed his eyes, yawned, shrugged his shoulders, reflected.",EAP
12250,"At eight P. M., the clouds broke away to windward, and we had the advantage of a full moon a piece of good fortune which served wonderfully to cheer our drooping spirits.",EAP
12251,"Only his lividly inclined complexion and coldness of touch could have afforded a physical basis for this feeling, and even these things should have been excusable considering the man's known invalidism.",HPL
12252,"Maelzel, having now rolled the machine around, lifted up the drapery of the Turk, opened the doors in his back and thigh, and shown his trunk to be full of machinery, brings the whole back into its original position, and closes the doors.",EAP
12253,"On the far, misty horizon I could just make out the dizzy profile of the Head, topped by the queer ancient house of which so many legends are told; but for the moment all my attention was captured by the nearer panorama just below me.",HPL
12254,But there were very few of the terror stricken people who attributed these doings to the agency of human hands.,EAP
12255,"It was useless to provide many things, for we should find abundant provision in every town.",MWS
12256,"And poor Clerval "" The name of my unfortunate and murdered friend was an agitation too great to be endured in my weak state; I shed tears.",MWS
12257,"He was soon disliked even more decidedly than his mother and grandsire, and all conjectures about him were spiced with references to the bygone magic of Old Whateley, and how the hills once shook when he shrieked the dreadful name of Yog Sothoth in the midst of a circle of stones with a great book open in his arms before him.",HPL
12258,I had become captious and unreasonable: my temper was utterly spoilt.,MWS
12259,"Soon, alas was one to conquer.",MWS
12260,Thus there is such a thing as being too profound.,EAP
12261,"The sound of waterfalls became more and more distinct, and presently I saw a fairly deep river gorge ahead, spanned by a wide, iron railed highway bridge beyond which a large square opened out.",HPL
12262,"He was comely, even as thou, but full of folly and strangeness; and he ran away when small to find those who would listen gladly to his songs and dreams.",HPL
12263,"Others, guided by this manuscript if it shall ever be found, must unfold the mysteries at which I can only hint.",HPL
12264,"It was this that led me here: I thought that if I could again awaken in my heart the grief I had felt at the loss of your mother, and the many associations with her memory which had been laid to sleep for seventeen years, that all love for her child would become extinct.",MWS
12265,"She fed even to tears of joy on the praise and glory of her Lord; her whole existence was one sacrifice to him, and if in the humility of her heart she felt self complacency, it arose from the reflection that she had won the distinguished hero of the age, and had for years preserved him, even after time had taken from love its usual nourishment.",MWS
12266,"I may be absent a month or two; but do not interfere with my motions, I entreat you; leave me to peace and solitude for a short time; and when I return, I hope it will be with a lighter heart, more congenial to your own temper.""",MWS
12267,"We approached the house from the field in the rear, took the specimen in the back door and down the cellar stairs, and prepared it for the usual experiment.",HPL
12268,"Notwithstanding the melancholy object of my journey, my spirits were exhilarated by reviving hope, by the swift motion of the airy pinnace, and the balmy visitation of the sunny air.",MWS
12269,"At this occupation I did a good deal; but, somehow, I was not quite satisfied, and so finally abandoned it.",EAP
12270,"Some years ago, when the images which this world affords first opened upon me, when I felt the cheering warmth of summer and heard the rustling of the leaves and the warbling of the birds, and these were all to me, I should have wept to die; now it is my only consolation.",MWS
12271,The first secret that had existed between them was the visits of Raymond to Evadne.,MWS
12272,"Impossible A mason?"" ""A mason,"" I replied.",EAP
12273,After a time the man left me alone in the attic room.,HPL
12274,The uproar increases.,EAP
12275,"At a piano, singing an aria from Bellini, sat a young and very beautiful woman, who, at my entrance, paused in her song, and received me with graceful courtesy.",EAP
12276,"In the same way, the angle formed by the rope with the vertical axis of the machine, indicates the velocity.",EAP
12277,"It was quite dirty, you remember.",EAP
12278,"Thus this towering spirit who had excited interest and high expectation in all who knew and could value him became at once, as it were, extinct.",MWS
12279,"That Raymond should marry Idris was more than ever intolerable; yet my passion, though a giant from its birth, was too strange, wild, and impracticable, for me to feel at once the misery I perceived in Perdita.",MWS
12280,"The villagers did not know how much to believe from so small a boy; and though they feared that the evil pair had charmed the cats to their death, they preferred not to chide the old cotter till they met him outside his dark and repellent yard.",HPL
12281,"As might have been expected, spasms and violent headache were the immediate consequences of an experiment so precipitate and full of danger.",EAP
12282,"I hailed the darkness that shut Ireland from my sight, and my pulse beat with a feverish joy when I reflected that I should soon see Geneva.",MWS
12283,"The green woods waved their boughs majestically, while the dying were spread beneath their shade, answering the solemn melody with inharmonious cries.",MWS
12284,"Saying this, he seated himself at a small table, on which were a pen and ink, but no paper.",EAP
12285,"It was now nearly if not altogether daylight; and, as I gazed, enraptured, at the angel by my side, the singular idea came, all at once, into my head, that this was really the very first moment since my acquaintance with the celebrated loveliness of Madame Lalande, that I had enjoyed a near inspection of that loveliness by daylight at all.",EAP
12286,I mention his talk about angles because it suggests something Wilcox had told me of his awful dreams.,HPL
12287,"Once however I witnessed a scene of singular interest at one of the theatres, where nature overpowered art, as an overflowing cataract will tear away the puny manufacture of a mock cascade, which had before been fed by a small portion of its waters.",MWS
12288,He looked curiously at me for a second as he returned forty cents change without speaking.,HPL
12289,"He was endeavouring to encourage his sister, and to bring her to look on his intent in a less tragic light than she was prepared to do; and with passionate eloquence he unfolded his designs to her. ""Let me, at the first word,"" he said, ""relieve your mind from all fear on my account.",MWS
12290,"One window had lost its entire frame, and in the other there was not a trace of glass in the little diamond apertures.",HPL
12291,"There was much more than I could remember, but even what I did remember each morning would be enough to stamp me as a madman or a genius if ever I dared write it down.",HPL
12292,He always causes that.,HPL
12293,"The curtains, still clutched in his right hand as his left clawed out at me, grew taut and finally crashed down from their lofty fastenings; admitting to the room a flood of that full moonlight which the brightening of the sky had presaged.",HPL
12294,"His nose was prodigiously long, crooked, and inflammatory; his eyes full, brilliant, and acute; his chin and cheeks, although wrinkled with age, were broad, puffy, and double; but of ears of any kind or character there was not a semblance to be discovered upon any portion of his head.",EAP
12295,"In a second I was through, and had my right knee and shoulder against a hall door which was visibly opening inward.",HPL
12296,"At length I reached the lower hall, at one end of which I saw a faint luminous rectangle marking the ruined Paine Street doorway.",HPL
12297,"Old Bugs himself seemed also to belong to the past, for his nondescript clothing bore every hallmark of antiquity.",HPL
12298,"""Do not answer; I know all your objections, and will reply to them in order.",MWS
12299,"I saw the heavens verminous with strange flying things, and beneath them a hellish black city of giant stone terraces with impious pyramids flung savagely to the moon, and devil lights burning from unnumbered windows.",HPL
12300,"The ancient lightning scarred trees seemed unnaturally large and twisted, and the other vegetation unnaturally thick and feverish, while curious mounds and hummocks in the weedy, fulgurite pitted earth reminded me of snakes and dead men's skulls swelled to gigantic proportions.",HPL
12301,But her wish was of course to be complied with; and I entreated her to prepare without delay for our departure.,MWS
12302,"I caught the night train to Arkham, and the next day talked long and earnestly with government officials there; a process I later repeated in Boston.",HPL
12303,"Your gentle nature would not permit you to hate your greatest enemy and though I be he, although I have rent happiness from your grasp; though I have passed over your young love and hopes as the angel of destruction, finding beauty and joy, and leaving blight and despair, yet you will forgive me, and with eyes overflowing with tears I thank you; my beloved one, I accept your pardon with a gratitude that will never die, and that will, indeed it will, outlive guilt and remorse.",MWS
12304,"I saw few human beings besides them, and if any other happened to enter the cottage, their harsh manners and rude gait only enhanced to me the superior accomplishments of my friends.",MWS
12305,"Among her numerous suitors was Julien Bossuet, a poor litterateur, or journalist of Paris.",EAP
12306,"Moreover, this knot is one which few besides sailors can tie, and is peculiar to the Maltese.",EAP
12307,"By the by,"" she continued, ""have you any recollection "" and here I fancied that a blush, even through the gloom of the apartment, became distinctly visible upon her cheek ""have you any recollection, mon cher ami of this little ocular assistant, which now depends from my neck?""",EAP
12308,"He drew a revolver and motioned me to silence, then stepped out into the main cellar and closed the door behind him.",HPL
12309,I also became a poet and for one year lived in a paradise of my own creation; I imagined that I also might obtain a niche in the temple where the names of Homer and Shakespeare are consecrated.,MWS
12310,"""I will soon explain to what these feelings tended, but allow me now to return to the cottagers, whose story excited in me such various feelings of indignation, delight, and wonder, but which all terminated in additional love and reverence for my protectors for so I loved, in an innocent, half painful self deceit, to call them.""",MWS
12311,"Captain Pratt maintains that to morrow will be Sunday: so it will; he is right, too.",EAP
12312,"By the bye, Monsieur, did I understand you to say that the system you have adopted, in place of the celebrated soothing system, was one of very rigorous severity?""",EAP
12313,What the things agreed to give in return was plenty o' fish they druv 'em in from all over the sea an' a few gold like things naow an' then.,HPL
12314,"The old librarian rehearsed the formulae he had memorised, and clutched the paper containing the alternative one he had not memorised.",HPL
12315,"In the present posture of affairs, M. Beauvais appears to have the whole matter locked up in his head.",EAP
12316,"""It is easily understood,"" says Mr. Ellison, ""that what might improve a closely scrutinized detail, might, at the same time, injure a general and more distantly observed effect.""",EAP
12317,Manton was reflecting again.,HPL
12318,"Cha'ncey he says they leads off into the medders, whar a great swath wider'n a barn is matted daown, an' all the stun walls tumbled every whichway wherever it goes.",HPL
12319,"Not more than six steps from the main door of the cottage stood the dead trunk of a fantastic pear tree, so clothed from head to foot in the gorgeous bignonia blossoms that one required no little scrutiny to determine what manner of sweet thing it could be.",EAP
12320,"He wants to see life as she is wants to know what the real lightnin' juice tastes like so jus' remember he's me friend an' treat 'im right.""",HPL
12321,"""No, no,"" he said, ""do not deceive yourself, me you cannot.",MWS
12322,"""And do you dream?"" said the daemon.",MWS
12323,"In this progress, I took notice that no sight of the out houses could be obtained.",EAP
12324,"All around him stretched the bleak emptiness of salt marshes, while the narrow road ahead led to Innsmouth that ancient, half deserted town which Arkham people were so curiously unwilling to visit.",HPL
12325,"We soon found ourselves driving out to sea at the rate of not less, certainly, than fifty or sixty miles an hour, so that we came up with Cape Clear, at some forty miles to our North, before we had secured the rod, and had time to think what we were about.",EAP
12326,She had grown thin and pale; and her eyes often filled with tears.,MWS
12327,These rumors must have had some foundation in fact.,EAP
